name,type,start_time,duration,"register","addr","data","waits","pkey"
"BitLocker Key Extractor","pkey",4.2543397,0.20071726,,,,,"d075f1a23c95d90110000000c521edc85cdc7957b435d7a6caec925f111ec5551d3f359638d69650cec464cdee188ca61bcaf44b1b8e2eef5d382ba8c67cfee8d9b9825b6c21f7d7"
"TPM SPI","read",4.2543397,1.582e-06,"TPM_ACCESS_0","d40000","81",0x0000000000000001,
"TPM SPI","write",4.25434266,1.58e-06,"TPM_ACCESS_0","d40000","02",0x0000000000000001,
"TPM SPI","read",4.25450207,1.596e-06,"TPM_ACCESS_0","d40000","a1",0x0000000000000001,
"TPM SPI","read",4.25450496,1.58e-06,"TPM_ACCESS_0","d40000","a1",0x0000000000000001,
"TPM SPI","read",4.25450791,1.57e-06,"TPM_ACCESS_0","d40000","a1",0x0000000000000001,
"TPM SPI","read",4.25467028,1.588e-06,"TPM_ACCESS_0","d40000","a1",0x0000000000000001,
"TPM SPI","read",4.2546732,1.57e-06,"TPM_ACCESS_0","d40000","a1",0x0000000000000001,
"TPM SPI","write",4.25467615,1.6e-06,"TPM_STS_0","d40018","40",0x0000000000000001,
"TPM SPI","read",4.25483555,1.584e-06,"TPM_STS_0","d40018","c4",0x0000000000000001,
"TPM SPI","read",4.25483848,1.578e-06,"TPM_ACCESS_0","d40000","a1",0x0000000000000001,
"TPM SPI","read",4.25500084,1.852e-06,"TPM_STS_0","d40019","4000",0x0000000000000001,
"TPM SPI","write",4.25500408,1.568e-06,"TPM_DATA_FIFO_0","d40024","80",0x0000000000000001,
"TPM SPI","write",4.25500595,1.582e-06,"TPM_DATA_FIFO_0","d40024","01",0x0000000000000001,
"TPM SPI","write",4.25500784,1.612e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","write",4.25500976,1.56e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","write",4.25501162,1.594e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","write",4.25501353,1.602e-06,"TPM_DATA_FIFO_0","d40024","0e",0x0000000000000001,
"TPM SPI","write",4.25501544,1.562e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","write",4.2550173,1.602e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","write",4.25501922,1.58e-06,"TPM_DATA_FIFO_0","d40024","01",0x0000000000000001,
"TPM SPI","write",4.2550211,1.57e-06,"TPM_DATA_FIFO_0","d40024","73",0x0000000000000001,
"TPM SPI","write",4.25502298,1.612e-06,"TPM_DATA_FIFO_0","d40024","81",0x0000000000000001,
"TPM SPI","write",4.2550249,1.562e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","write",4.25502677,1.582e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.25516353,1.594e-06,"TPM_STS_0","d40018","8c",0x0000000000000001,
"TPM SPI","read",4.25516642,1.582e-06,"TPM_STS_0","d40018","8c",0x0000000000000001,
"TPM SPI","write",4.2551694,1.572e-06,"TPM_DATA_FIFO_0","d40024","01",0x0000000000000001,
"TPM SPI","read",4.2553288,1.604e-06,"TPM_STS_0","d40018","84",0x0000000000000001,
"TPM SPI","read",4.25533172,1.588e-06,"TPM_STS_0","d40018","84",0x0000000000000001,
"TPM SPI","write",4.2553347,1.57e-06,"TPM_STS_0","d40018","20",0x0000000000000001,
"TPM SPI","read",4.25549406,1.596e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25565639,1.568e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25581872,1.61e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25598107,1.564e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25614337,1.61e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25630577,1.56e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25646807,1.592e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25663042,1.578e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25679275,1.574e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25695509,1.608e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25711743,1.572e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25727974,1.614e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25744211,1.558e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25760442,1.588e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25776578,1.61e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25792814,1.562e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25809043,1.6e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25841892,1.562e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25858121,1.612e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25874356,1.556e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25890586,1.594e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25906822,1.588e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25923055,1.574e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25939288,1.61e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25955522,1.558e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.2597175,1.596e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.25987985,1.576e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26004217,1.572e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26020452,1.614e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26036688,1.554e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26052917,1.596e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26069152,1.572e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26085383,1.582e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26101617,1.606e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26117851,1.57e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26134082,1.608e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26150317,1.558e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26166548,1.598e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26182784,1.568e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26199014,1.582e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26215248,1.6e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.2623148,1.568e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26247711,1.61e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26263851,1.586e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26280084,1.572e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26296316,1.608e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26312549,1.57e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.2632878,1.612e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26345015,1.562e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26361243,1.596e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26377477,1.576e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.2639371,1.582e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26409942,1.604e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26426176,1.568e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26442307,1.592e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26458544,1.584e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26474775,1.574e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26491009,1.612e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26507245,1.56e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26523477,1.604e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26539715,1.568e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26555946,1.588e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26572081,1.608e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26588317,1.566e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.2660455,1.584e-06,"TPM_STS_0","d40018","04",0x0000000000000001,
"TPM SPI","read",4.26620785,1.6e-06,"TPM_STS_0","d40018","14",0x0000000000000001,
"TPM SPI","read",4.26637016,1.568e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.2663731,1.596e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26653544,1.562e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26653834,1.61e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26669972,1.824e-06,"TPM_STS_0","d40019","4000",0x0000000000000001,
"TPM SPI","read",4.26686231,1.592e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26686524,1.564e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26686815,1.608e-06,"TPM_DATA_FIFO_0","d40024","80",0x0000000000000001,
"TPM SPI","read",4.26703051,1.556e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26703343,1.612e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26703638,1.566e-06,"TPM_DATA_FIFO_0","d40024","01",0x0000000000000001,
"TPM SPI","read",4.26719868,1.61e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26720163,1.564e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26720454,1.616e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.26736684,1.558e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26736976,1.612e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26737272,1.57e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.26753507,1.616e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26753802,1.572e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26754098,1.598e-06,"TPM_DATA_FIFO_0","d40024","01",0x0000000000000001,
"TPM SPI","read",4.2677033,1.562e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26770619,1.602e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26770913,1.578e-06,"TPM_DATA_FIFO_0","d40024","6e",0x0000000000000001,
"TPM SPI","read",4.26787149,1.606e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26787443,1.58e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26787739,1.576e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.26803971,1.572e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26804262,1.588e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26804553,1.586e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.26820787,1.592e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26821079,1.588e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26821372,1.566e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.26837604,1.582e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26837897,1.574e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26838188,1.602e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.26854425,1.574e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26854718,1.6e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26855017,1.56e-06,"TPM_DATA_FIFO_0","d40024","01",0x0000000000000001,
"TPM SPI","read",4.26871246,1.598e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.2687154,1.558e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26871832,1.61e-06,"TPM_DATA_FIFO_0","d40024","1a",0x0000000000000001,
"TPM SPI","read",4.2688807,1.556e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.2688836,1.608e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26888655,1.56e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.26904886,1.608e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26905182,1.56e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26905472,1.606e-06,"TPM_DATA_FIFO_0","d40024","01",0x0000000000000001,
"TPM SPI","read",4.26921707,1.562e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26921998,1.61e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26922293,1.576e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.26938527,1.612e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26938823,1.58e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26939117,1.59e-06,"TPM_DATA_FIFO_0","d40024","0b",0x0000000000000001,
"TPM SPI","read",4.2695525,1.56e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26955541,1.612e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26955839,1.568e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.26972069,1.604e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26972364,1.56e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26972654,1.608e-06,"TPM_DATA_FIFO_0","d40024","03",0x0000000000000001,
"TPM SPI","read",4.26988889,1.558e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26989181,1.608e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.26989474,1.572e-06,"TPM_DATA_FIFO_0","d40024","04",0x0000000000000001,
"TPM SPI","read",4.27005705,1.612e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27006,1.572e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27006294,1.598e-06,"TPM_DATA_FIFO_0","d40024","72",0x0000000000000001,
"TPM SPI","read",4.27022527,1.57e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27022821,1.59e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27023115,1.584e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.27039349,1.596e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27039643,1.59e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27039937,1.566e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.27056168,1.588e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27056464,1.566e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27056754,1.6e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.27072989,1.566e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27073279,1.598e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27073573,1.556e-06,"TPM_DATA_FIFO_0","d40024","06",0x0000000000000001,
"TPM SPI","read",4.27089802,1.598e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27090099,1.556e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.2709039,1.61e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.27106625,1.558e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27106915,1.612e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.2710721,1.564e-06,"TPM_DATA_FIFO_0","d40024","80",0x0000000000000001,
"TPM SPI","read",4.27123441,1.604e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27123734,1.56e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27124024,1.606e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.27140259,1.56e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27140549,1.612e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27140847,1.572e-06,"TPM_DATA_FIFO_0","d40024","43",0x0000000000000001,
"TPM SPI","read",4.2715708,1.612e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27157375,1.57e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27157665,1.594e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.271739,1.57e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27174191,1.602e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27174484,1.582e-06,"TPM_DATA_FIFO_0","d40024","10",0x0000000000000001,
"TPM SPI","read",4.27190718,1.6e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27191011,1.584e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27191305,1.57e-06,"TPM_DATA_FIFO_0","d40024","08",0x0000000000000001,
"TPM SPI","read",4.27207537,1.578e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27207826,1.576e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27208118,1.598e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.27224353,1.572e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27224646,1.598e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27224941,1.56e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.27241343,1.596e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27241636,1.582e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.2724193,1.566e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.27258159,1.572e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27258453,1.582e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27258745,1.59e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.2727498,1.592e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27275273,1.586e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27275566,1.568e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.27291798,1.584e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27292091,1.578e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27292385,1.602e-06,"TPM_DATA_FIFO_0","d40024","01",0x0000000000000001,
"TPM SPI","read",4.27308621,1.578e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27308913,1.594e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27309206,1.56e-06,"TPM_DATA_FIFO_0","d40024","00",0x0000000000000001,
"TPM SPI","read",4.27325437,1.592e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27325732,1.562e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27326021,1.606e-06,"TPM_DATA_FIFO_0","d40024","ca",0x0000000000000001,
"TPM SPI","read",4.27342257,1.568e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27342548,1.598e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27342843,1.556e-06,"TPM_DATA_FIFO_0","d40024","f0",0x0000000000000001,
"TPM SPI","read",4.27358972,1.578e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27359267,1.586e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27359558,1.592e-06,"TPM_DATA_FIFO_0","d40024","71",0x0000000000000001,
"TPM SPI","read",4.27375793,1.588e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27376086,1.588e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.2737638,1.562e-06,"TPM_DATA_FIFO_0","d40024","cc",0x0000000000000001,
"TPM SPI","read",4.27392608,1.594e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27392902,1.566e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27393191,1.606e-06,"TPM_DATA_FIFO_0","d40024","0e",0x0000000000000001,
"TPM SPI","read",4.27409427,1.562e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27409718,1.608e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27410014,1.56e-06,"TPM_DATA_FIFO_0","d40024","93",0x0000000000000001,
"TPM SPI","read",4.27426247,1.604e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27426541,1.56e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27426831,1.612e-06,"TPM_DATA_FIFO_0","d40024","52",0x0000000000000001,
"TPM SPI","read",4.27443067,1.56e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27443357,1.612e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27443654,1.572e-06,"TPM_DATA_FIFO_0","d40024","c3",0x0000000000000001,
"TPM SPI","read",4.27459888,1.612e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27460185,1.57e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.2746048,1.596e-06,"TPM_DATA_FIFO_0","d40024","78",0x0000000000000001,
"TPM SPI","read",4.27476713,1.572e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27477007,1.588e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27477298,1.586e-06,"TPM_DATA_FIFO_0","d40024","6c",0x0000000000000001,
"TPM SPI","read",4.27510839,1.586e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27511134,1.566e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27511423,1.6e-06,"TPM_DATA_FIFO_0","d40024","b1",0x0000000000000001,
"TPM SPI","read",4.27527634,1.56e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27527922,1.606e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27528219,1.562e-06,"TPM_DATA_FIFO_0","d40024","0b",0x0000000000000001,
"TPM SPI","read",4.27544451,1.61e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27544747,1.566e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27545039,1.606e-06,"TPM_DATA_FIFO_0","d40024","da",0x0000000000000001,
"TPM SPI","read",4.27561274,1.56e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27561564,1.608e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27561859,1.574e-06,"TPM_DATA_FIFO_0","d40024","c0",0x0000000000000001,
"TPM SPI","read",4.27578091,1.61e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27578386,1.578e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.2757868,1.584e-06,"TPM_DATA_FIFO_0","d40024","bd",0x0000000000000001,
"TPM SPI","read",4.27594911,1.566e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27595203,1.604e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27595497,1.578e-06,"TPM_DATA_FIFO_0","d40024","02",0x0000000000000001,
"TPM SPI","read",4.27611631,1.604e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27611927,1.556e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27612216,1.608e-06,"TPM_DATA_FIFO_0","d40024","01",0x0000000000000001,
"TPM SPI","read",4.27628451,1.558e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27628741,1.612e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27629035,1.568e-06,"TPM_DATA_FIFO_0","d40024","54",0x0000000000000001,
"TPM SPI","read",4.27645267,1.606e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27645561,1.562e-06,"TPM_STS_0","d40018","94",0x0000000000000001,
"TPM SPI","read",4.27645845,1.606e-06,"TPM_DATA_FIFO_0","d40024","3a",0x0000000000000001,
